ID,holiday,heat,rainfall,flakes,cloud,atmosphere,pa,statement,dt,vol
26949,None,288.29,0,0,56, Fog,101152.857,low clouds and high wind,28-09-2016 13:00,4103.673756
26950,None,288.76,0,0,88, Fog,100463.387,clouds over head and dispersed sunny,28-09-2016 14:00,4900.583834
26951,None,288.8,0,0,88, Fog,101226.359,clouds over head and dispersed sunny,28-09-2016 15:00,5405.243654
26952,None,288.72,0,0,88, Fog,100536.938,clouds over head and dispersed sunny,28-09-2016 16:00,6417.576677
26953,None,288.58,0,0,88, Fog,100489.216,clouds over head and dispersed sunny,28-09-2016 17:00,5805.47952
26954,None,289.2080598,0,0,88,Thunderstorm,100913.596,lightning and rain,28-09-2016 18:00,4248.956632
26955,None,287.2877571,0,0,88, Fog,100241.505,clouds over head and dispersed sunny,28-09-2016 19:00,3256.773639
26956,None,286.63,0,0,0,Fog ,100936.843,Sky is Clear,28-09-2016 20:00,2548.697003
26957,None,285.94,0,0,0,Fog ,100749.079,Sky is Clear,28-09-2016 21:00,2097.18618
26958,None,284.55,0,0,0,Fog ,100438.718,Sky is Clear,28-09-2016 22:00,1211.104435
26959,None,283.71,0,0,0,Fog ,100661.959,Sky is Clear,28-09-2016 23:00,640.9962106
26960,None,283.55,0,0,0,Fog ,100338.245,Sky is Clear,29-09-2016 00:00,374.9129461
26961,None,282.73,0,0,0,Fog ,101265.699,Sky is Clear,29-09-2016 01:00,167.8420834
26962,None,282.03,0,0,0,Fog ,100815.054,Sky is Clear,29-09-2016 02:00,76.60923857
26963,None,281.75,0,0,0, Sprinkle,100442.76,snow,29-09-2016 03:00,171.6691879
26964,None,281.2984995,0,0,0,Fog ,100559.029,Sky is Clear,29-09-2016 04:00,742.6209118
26965,None,281.31,0.25,0,0,Percipitation ,100562.327,light rain,29-09-2016 05:00,2955.547003
26966,None,279.0187371,0,0,0,Fog ,100763.418,Sky is Clear,29-09-2016 06:00,5901.511003
26967,None,280.36,0,0,0,Fog ,100142.031,Sky is Clear,29-09-2016 07:00,6503.403631
26968,None,280.93,0,0,0,Fog ,100806.727,Sky is Clear,29-09-2016 08:00,5659.981743
26969,None,280.93,0,0,0, Fog,100568.749,low rain,29-09-2016 09:00,4948.558351
26970,None,285.83,0,0,0,Fog ,101087.489,Sky is Clear,29-09-2016 10:00,4434.781457
26971,None,287.45,0,0,0,Fog ,100671.834,Sky is Clear,29-09-2016 11:00,4581.070554
26972,None,289.06,0,0,12, Fog,101259.94,bit cloudy,29-09-2016 12:00,4788.719968
26973,None,290.93,0,0,12, Fog,101114.59,bit cloudy,29-09-2016 13:00,4518.536916
26974,None,292.4852682,0,0,0,Fog ,100863.707,Sky is Clear,29-09-2016 14:00,4674.752565
26975,None,292.01,0,0,0,Smoke,100930.458,thunderstorm,29-09-2016 15:00,5301.067211
26976,None,293.24,0,0,0,Percipitation ,101051.846,proximity thunderstorm,29-09-2016 16:00,6345.549484
26977,None,291.75,0,0,0,Fog ,101289.131,Sky is Clear,29-09-2016 17:00,5671.289215
26978,None,290.36,0,0,0,Fog ,100899.258,Sky is Clear,29-09-2016 18:00,4192.997303
26979,None,287.86,0,0,0,Fog ,100002.035,Sky is Clear,29-09-2016 19:00,3481.601301
26980,None,287.86,0,0,0,Fog ,101194.029,Sky is Clear,29-09-2016 19:00,3370.846725
26981,None,285.91,0,0,0,Fog ,101247.829,Sky is Clear,29-09-2016 20:00,2771.524247
26982,None,284.31,0,0,0,Fog ,101071.376,Sky is Clear,29-09-2016 21:00,2671.263182
26983,None,284.37,0,0,0,Fog ,100019.639,Sky is Clear,29-09-2016 22:00,1937.627471
26984,None,284.53,0,0,0,Fog ,100767.43,Sky is Clear,29-09-2016 23:00,1255.612287
26985,None,284.26,0,0,0,Fog ,101114.59,Sky is Clear,30-09-2016 00:00,745.9214077
26986,None,283.99,0,0,0,Fog ,100092.824,Sky is Clear,30-09-2016 01:00,328.6356565
26987,None,283.17,0,0,0,Fog ,100747.832,Sky is Clear,30-09-2016 02:00,301.8075364
26988,None,282.43,0,0,0,Fog ,101294.523,Sky is Clear,30-09-2016 03:00,454.873022
26989,None,282.87,0,0,0,Thunderstorm,100914.135,bit cloudy,30-09-2016 04:00,1000.388701
26990,None,283.23,0,0,0,Fog ,100531.23,Sky is Clear,30-09-2016 05:00,2492.50302
26991,None,283.02,0,0,0,Fog ,100798.202,Sky is Clear,30-09-2016 06:00,5449.948783
26992,None,284.5286711,0,0,0,Fog ,100758.672,Sky is Clear,30-09-2016 07:00,6105.487908
26993,None,283.68,0,0,0,Fog ,101093.748,Sky is Clear,30-09-2016 08:00,5262.835453
26994,None,282.9173324,0,0,0,Fog ,101237.755,Sky is Clear,30-09-2016 09:00,4643.023604
26995,None,284.54,0,0,0,Fog ,101006.002,Sky is Clear,30-09-2016 10:00,4529.417317
26996,None,286.93,0,0,0,Fog ,100082.828,Sky is Clear,30-09-2016 11:00,4684.684483
26997,None,288.83,0,0,0,Fog ,101163.44,Sky is Clear,30-09-2016 12:00,4854.731583
26998,None,291.58,0,0,0,Fog ,100914.763,Sky is Clear,30-09-2016 13:00,4273.376604
26999,None,293.54,0,0,8,Fog ,100152.407,clear sky,30-09-2016 14:00,4925.105707
27000,None,294.43,0,0,8,Fog ,100478.158,clear sky,30-09-2016 15:00,5058.440107
27001,None,294.47,0,0,8,Fog ,100567.005,clear sky,30-09-2016 16:00,6032.675088
27002,None,293.16,0,0,24, Sprinkle,100903.796,mist,30-09-2016 17:00,4881.00778
27003,None,292.06,0,0,24, Fog,100109.595,bit cloudy,30-09-2016 18:00,4444.639171
27004,None,289.84,0,0,24, Fog,100687.222,bit cloudy,30-09-2016 19:00,3781.201024
27005,None,288.59,0,0,36, Fog,100945.01,dispersed clounds and rain,30-09-2016 20:00,3109.255401
27006,None,287.93,0,0,36, Fog,100109.823,dispersed clounds and rain,30-09-2016 21:00,3539.518709
27007,None,287.37,0,0,36, Fog,101251.544,dispersed clounds and rain,30-09-2016 22:00,2609.850471
27008,None,287.3474116,0,0,20, Fog,100684.65,bit cloudy,30-09-2016 23:00,1668.328728
27009,None,286.3334328,0,0,20,Smoke,100405.926,freezing rain,1/10/2016 0:00,1331.484841
27010,None,285.6,0,0,20, Fog,100170.186,bit cloudy,1/10/2016 1:00,939.6698113
27011,None,285.49,0,0,56,Snow,100857.679,snow,1/10/2016 2:00,496.7522446
27012,None,284.59,0,0,56, Fog,100224.909,low clouds and high wind,1/10/2016 3:00,484.0885799
27013,None,284.26,0,0,56, Fog,100905.671,low clouds and high wind,1/10/2016 4:00,646.7066596
27014,None,284.14,0,0,24, Fog,100058.008,bit cloudy,1/10/2016 5:00,944.4669358
27015,None,283.95,0,0,24, Fog,100597.754,bit cloudy,1/10/2016 6:00,1626.269791
27016,None,283.86,0,0,24, Fog,101228.773,bit cloudy,1/10/2016 7:00,2416.568773
27017,None,284.15,0,0,20, Fog,100110.738,bit cloudy,1/10/2016 8:00,3459.374346
27018,None,285.129808,0,0,0,Fog ,101256.886,sleet,1/10/2016 9:00,3896.513459
27019,None,285.8,0,0,0,Fog ,100696.399,Sky is Clear,1/10/2016 10:00,4142.162125
27020,None,287.46,0,0,0,Fog ,100025.791,Sky is Clear,1/10/2016 11:00,4504.704977
27021,None,291.29,0,0,12, Fog,100104.56,bit cloudy,1/10/2016 12:00,4515.727259
27022,None,293.8,0,0,12, Fog,100412.483,bit cloudy,1/10/2016 13:00,4235.50471
27023,None,294.8,0,0,12, Fog,101147.042,bit cloudy,1/10/2016 14:00,4597.359362
27024,None,295.51,0,0,0,Fog ,100831.047,Sky is Clear,1/10/2016 15:00,4519.71207
27025,None,298.03,0,0,0,Fog ,100657.696,Sky is Clear,1/10/2016 16:00,4283.958019
27026,None,294.26,0,0,0,Fog ,100937.725,Sky is Clear,1/10/2016 17:00,3758.253869
27027,None,293.01,0,0,0,Fog ,100835.479,Sky is Clear,1/10/2016 18:00,3966.543988
27028,None,290.55,0,0,0,Fog ,100838.211,Sky is Clear,1/10/2016 19:00,3455.730987
27029,None,288.686374,0,0,0,Fog ,101133.406,Sky is Clear,1/10/2016 20:00,2811.06364
27030,None,287.76,0,0,0,Fog ,100317.579,Sky is Clear,1/10/2016 21:00,2804.250259
27031,None,288.699539,0,0,0,Fog ,100527.001,Sky is Clear,1/10/2016 22:00,2846.615681
27032,None,285.69,0,0,0, Fog,100488.724,haze,1/10/2016 23:00,2354.844402
27033,None,285.8,0,0,32,Snow,100697.458,freezing rain,2/10/2016 0:00,1940.071319
27034,None,284.75,0,0,32, Fog,100471.198,dispersed clounds and rain,2/10/2016 1:00,791.735282
27035,None,286.1267001,0,0,32,Fog,101006.781,light shower snow,2/10/2016 2:00,754.2909105
27036,None,283.75,0,0,8,Fog ,100844.877,clear sky,2/10/2016 3:00,304.2828374
27037,None,283.27,0,0,8,Fog ,101143.997,clear sky,2/10/2016 4:00,398.9144434
27038,None,282.87,0,0,8,Fog ,101319.722,clear sky,2/10/2016 5:00,615.8014477
27039,None,282.55,0,0,0,Fog ,100118.365,Sky is Clear,2/10/2016 6:00,1103.176116
27040,None,282.3,0,0,0,Smoke,100223.513,low rain,2/10/2016 7:00,1256.447858
27041,None,283.01,0,0,0,Fog ,100153.579,Sky is Clear,2/10/2016 8:00,2203.847795
27042,None,284.11,0,0,0,Fog ,101280.629,Sky is Clear,2/10/2016 9:00,2777.816086
27043,None,285.7929267,0,0,0,Fog ,100226.134,Sky is Clear,2/10/2016 10:00,3624.285589
27044,None,290.7,0,0,0,Fog ,100536.001,Sky is Clear,2/10/2016 11:00,3922.855439
27045,None,294.52,0,0,0,Fog ,100993.506,Sky is Clear,2/10/2016 12:00,4022.519057
27046,None,296.44,0,0,0,Squall,100096.171,thunderstorm,2/10/2016 13:00,4071.886119
27047,None,296.68,0,0,0,Fog ,101273.346,Sky is Clear,2/10/2016 14:00,3863.777068
27048,None,296.8,0,0,8,Fog ,100318.987,clear sky,2/10/2016 15:00,4073.560978
27049,None,298.49,0,0,8,Fog ,100763.418,clear sky,2/10/2016 16:00,4392.620866
27050,None,295.59,0,0,8,Fog ,101075.574,clear sky,2/10/2016 17:00,4253.978676
27051,None,293.82,0,0,0,Fog ,100387.715,Sky is Clear,2/10/2016 18:00,4251.920526
27052,None,289.3109464,0,0,0,Fog ,100227.86,Sky is Clear,2/10/2016 19:00,4381.308922
27053,None,288.12,0,0,0,Fog ,100706.243,Sky is Clear,2/10/2016 20:00,3298.832526
27054,None,287.21,0,0,0,Fog ,101003.014,Sky is Clear,2/10/2016 21:00,2135.216692
27055,None,286.38,0,0,0,Fog ,100898.412,Sky is Clear,2/10/2016 22:00,1441.112205
27056,None,285.64,0,0,0,Fog ,101314.701,Sky is Clear,2/10/2016 23:00,1032.108257
27057,None,285.69,0,0,0,Fog ,100459.681,Sky is Clear,3/10/2016 0:00,664.7318753
27058,None,285.36,0,0,0,Fog ,101087.377,Sky is Clear,3/10/2016 1:00,451.0828406
27059,None,284.82,0,0,0,Squall,100906.913,low drizzle,3/10/2016 2:00,77.91583385
27060,None,284.81,0,0,0,Fog ,100840.598,Sky is Clear,3/10/2016 3:00,203.2621968
27061,None,282.55,0,0,0,Fog ,100534.265,Sky is Clear,3/10/2016 4:00,829.1696975
27062,None,283.81,0,0,0,Fog ,100846.547,Sky is Clear,3/10/2016 5:00,2803.39244
27063,None,284.05,0,0,0,Fog ,100054.349,Sky is Clear,3/10/2016 6:00,5798.352995
27064,None,283.87,0,0,0,Fog ,100728.783,Sky is Clear,3/10/2016 7:00,6039.313299
27065,None,285.988138,0,0,0,Snow,100129.717,mist,3/10/2016 8:00,4921.213751
27066,None,285.1690145,0,0,0,Fog ,100284.163,Sky is Clear,3/10/2016 9:00,4661.02396
27067,None,289.11,0,0,0,Fog ,100125.928,Sky is Clear,3/10/2016 10:00,4022.7294
27068,None,292.56,0,0,0,Fog ,100842.637,Sky is Clear,3/10/2016 11:00,4426.028066
27069,None,296.44,0,0,0,Fog ,100205.965,Sky is Clear,3/10/2016 12:00,4180.309641
27070,None,297.94,0,0,0,Fog ,101087.277,Sky is Clear,3/10/2016 13:00,4227.229051
27071,None,297.5,0,0,0,Fog ,101099.688,Sky is Clear,3/10/2016 14:00,4931.237853
27072,None,295.2725654,0,0,0,Fog ,100613.34,Sky is Clear,3/10/2016 15:00,5305.278024
27073,None,298.91,0,0,0,Fog ,100847.314,Sky is Clear,3/10/2016 16:00,6528.821246
27074,None,296.17,0,0,0,Fog ,100598.054,Sky is Clear,3/10/2016 17:00,5942.068684
27075,None,294.55,0,0,0,Fog ,101250.637,Sky is Clear,3/10/2016 18:00,4168.288419
27076,None,292.1089703,0,0,0,Fog ,100547.176,Sky is Clear,3/10/2016 19:00,2954.076764
27077,None,291.48,0,0,0,Fog ,100685.752,Sky is Clear,3/10/2016 20:00,2281.905275
27078,None,290.75,0,0,8,Fog ,100719.244,clear sky,3/10/2016 21:00,1666.85982
27079,None,290.12,0,0,8,Fog ,100152.625,clear sky,3/10/2016 22:00,1345.31645
27080,None,289.36,0,0,8,Fog ,100704.274,clear sky,3/10/2016 23:00,972.1089693
27081,None,288.53,0,0,12, Fog,100245.746,bit cloudy,4/10/2016 0:00,738.0759104
27082,None,287.93,0,0,12, Fog,100334.605,bit cloudy,4/10/2016 1:00,582.5693374
27083,None,287.72,0,0,12, Fog,100125.928,bit cloudy,4/10/2016 2:00,732.3525983
27084,None,287.42,0,0,44, Fog,100079.227,dispersed clounds and rain,4/10/2016 3:00,389.743453
27085,None,287.5,0,0,44, Fog,100872.523,dispersed clounds and rain,4/10/2016 4:00,1008.270933
27086,None,287.392428,0,0,44, Fog,100285.481,dispersed clounds and rain,4/10/2016 5:00,3199.867849
27087,None,287.8,0,0,64, Fog,101323.861,low clouds and high wind,4/10/2016 6:00,5954.455375
27088,None,287.59,0,0,64, Fog,100197.741,low clouds and high wind,4/10/2016 7:00,6275.905156
27089,None,287.14,1.02,0,64,Percipitation ,101085.345,moderate rain,4/10/2016 8:00,5429.499114
27090,None,287.23,0.76,0,64,Percipitation ,100133.366,light rain,4/10/2016 9:00,5137.687049
27091,None,287.87,0.315,0,64,Percipitation ,101213.128,light rain,4/10/2016 10:00,4244.647553
27092,None,289.7614333,0,0,64,Percipitation ,100245.602,light rain,4/10/2016 11:00,4144.068354
27093,None,291.86,0,0,64,Percipitation ,100823.492,light rain,4/10/2016 12:00,4495.868751
27094,None,293.58,0,0,64,Percipitation ,101108.953,light rain,4/10/2016 13:00,4463.722021
27095,None,297.04,0,0,64,Percipitation ,100295.844,light rain,4/10/2016 14:00,5324.790848
27096,None,296.6,0,0,48, Fog,100245.996,dispersed clounds and rain,4/10/2016 15:00,5750.754064
27097,None,295.82,0,0,48, Fog,101000.381,dispersed clounds and rain,4/10/2016 16:00,6272.593795
27098,None,295.38,0,0,48,Snow,101114.358,thunderstorm with light drizzle,4/10/2016 17:00,5796.461264
27099,None,294.66,0,0,92, Sprinkle,100718.759,mist,4/10/2016 18:00,4239.678469
27100,None,293.23,0,0,92,Smoke,100567.365,clouds over head and dispersed sunny,4/10/2016 19:00,2832.784686
27101,None,292.05,0.51,0,92,Percipitation ,100514.485,light rain,4/10/2016 20:00,2211.760516
27102,None,289.9197989,0.4,0,100,Percipitation ,100945.899,light rain,4/10/2016 21:00,2114.836637
27103,None,289.83,1.197,0,100,Percipitation ,101089.825,moderate rain,4/10/2016 22:00,1417.185246
27104,None,289.59,1.16,0,100,Percipitation ,100193.988,moderate rain,4/10/2016 23:00,1230.000082
27105,None,289.1,1.02,0,88,Percipitation ,100816.295,moderate rain,5/10/2016 0:00,472.7635599
27106,None,287.6047993,2.03,0,88,Percipitation ,101119.78,moderate rain,5/10/2016 1:00,263.7617151
27107,None,287.01,7.4025,0,88,Percipitation ,100954.808,heavy intensity rain,5/10/2016 2:00,401.340268
27108,None,286.4,2.73,0,92,Percipitation ,101143.858,moderate rain,5/10/2016 3:00,455.1661247
27109,None,286.45,1.11,0,92,Percipitation ,100151.268,moderate rain,5/10/2016 4:00,785.6601046
27110,None,291.097,0,0,92,Percipitation ,101039.43,light rain,5/10/2016 5:00,2558.784813
27111,None,287.246,0,0,80,Percipitation ,101217.002,light rain,5/10/2016 6:00,5477.239623
27112,None,287.246,0,0,80,Percipitation ,100064.521,light rain,5/10/2016 7:00,6164.651152
27113,None,287.246,0,0,80,Percipitation ,100032.745,light rain,5/10/2016 8:00,6072.685704
27114,None,286.665,0,0,0,Fog ,100352.875,Sky is Clear,5/10/2016 9:00,4911.577878
27115,None,286.665,0,0,0, Sprinkle,101095.829,dispersed clounds and rain,5/10/2016 10:00,4472.387518
27116,None,286.665,0,0,0,Haze,100803.969,thunderstorm,5/10/2016 11:00,4338.851101
27117,None,287.86,0,0,0,Fog ,101187.503,Sky is Clear,5/10/2016 12:00,4469.684891
27118,None,287.86,0,0,0,Fog ,101283.732,Sky is Clear,5/10/2016 13:00,4322.380755
27119,None,287.86,0,0,0,Fog ,101149.739,Sky is Clear,5/10/2016 14:00,5053.682015
27120,None,288.774,0,0,0,Fog ,101010.807,Sky is Clear,5/10/2016 15:00,5542.64666
27121,None,288.774,0,0,0,Fog ,101178.973,Sky is Clear,5/10/2016 16:00,6052.12063
27122,None,288.774,0,0,0,Thunderstorm,100695.938,thunderstorm with drizzle,5/10/2016 17:00,5878.919605
27123,None,286.381,0,0,0,Fog ,101194.955,Sky is Clear,5/10/2016 18:00,4588.712854
27124,None,286.381,0,0,0,Fog ,100461.644,Sky is Clear,5/10/2016 19:00,3229.381085
27125,None,286.381,0,0,0,Fog ,100850.225,Sky is Clear,5/10/2016 20:00,2699.980395
27126,None,283.973,0,0,0,Fog ,100805.274,Sky is Clear,5/10/2016 21:00,2387.432994
27127,None,283.973,0,0,0,Fog ,100672.052,Sky is Clear,5/10/2016 22:00,1751.217289
27128,None,283.973,0,0,0,Fog ,101009.651,Sky is Clear,5/10/2016 23:00,1913.511403
27129,None,282.715,0,0,0,Fog ,101117.301,Sky is Clear,6/10/2016 0:00,500.3187103
27130,None,282.715,0,0,0,Fog ,101270.414,Sky is Clear,6/10/2016 1:00,605.4935927
27131,None,281.639,0,0,0,Fog ,100859.211,Sky is Clear,6/10/2016 2:00,266.6187782
27132,None,281.639,0,0,0,Fog ,100948.226,Sky is Clear,6/10/2016 3:00,413.8193686
27133,None,281.639,0,0,0,Fog ,100123.165,Sky is Clear,6/10/2016 4:00,729.9233013
27134,None,280.091,0,0,0,Fog ,100100.431,Sky is Clear,6/10/2016 5:00,2697.420169
27135,None,279.3498874,0,0,0,Fog ,100100.45,Sky is Clear,6/10/2016 6:00,5612.312319
27136,None,280.091,0,0,0,Fog ,101313.031,Sky is Clear,6/10/2016 7:00,6216.742023
27137,None,284.001,0,0,36, Fog,101233.844,dispersed clounds and rain,6/10/2016 8:00,5611.634232
27138,None,283.979,0,0,0,Fog ,101096.229,Sky is Clear,6/10/2016 9:00,4787.050642
27139,None,283.979,0,0,0,Fog ,101106.767,Sky is Clear,6/10/2016 10:00,4159.783086
27140,None,283.979,0,0,0,Fog ,100107.479,Sky is Clear,6/10/2016 11:00,4431.427413
27141,None,287.271,0,0,0,Snow,100906.457,low clouds and high wind,6/10/2016 12:00,4668.369973
27142,None,287.271,0,0,0,Fog ,100271.308,Sky is Clear,6/10/2016 13:00,4497.74973
27143,None,288.144,0,0,56, Fog,101280.669,low clouds and high wind,6/10/2016 14:00,4690.315642
27144,None,288.144,0,0,56, Fog,100227.86,low clouds and high wind,6/10/2016 15:00,5217.139897
27145,None,288.144,0,0,56, Fog,101061.223,low clouds and high wind,6/10/2016 16:00,5711.39756
27146,None,288.144,0,0,56, Fog,100438.718,low clouds and high wind,6/10/2016 17:00,5564.883137
27147,None,286.119,0,0,48, Fog,100391.628,dispersed clounds and rain,6/10/2016 18:00,4367.601766
27148,None,286.119,0,0,48, Fog,101254.339,dispersed clounds and rain,6/10/2016 19:00,3292.445271
27149,None,283.896,0,0,92,Percipitation ,100604.901,low visiblity fog,6/10/2016 20:00,2924.441946
27150,None,283.896,0,0,92,Percipitation ,100704.627,light rain,6/10/2016 21:00,2687.167788
27151,None,283.896,0,0,92,Percipitation ,101103.908,light rain,6/10/2016 22:00,1725.670983
27152,None,279.027,0,0,92, Sprinkle,100997.778,low visiblity fog,6/10/2016 23:00,1102.588818
27153,None,277.8883998,0,0,92,Percipitation ,100970.145,moderate rain,7/10/2016 0:00,510.9277743
27154,None,279.027,0,0,92,Percipitation ,101251.544,moderate rain,7/10/2016 1:00,481.3703426
27155,None,277.867,0,0,92,Percipitation ,100865.58,moderate rain,7/10/2016 2:00,162.8570209
27156,None,277.867,0,0,92,Percipitation ,100082.733,moderate rain,7/10/2016 3:00,510.647893
27157,None,277.867,0,0,92,Percipitation ,100424.512,moderate rain,7/10/2016 4:00,575.3328194
27158,None,277.36,0,0,80,Percipitation ,100393.1,light rain,7/10/2016 5:00,2433.694272
27159,None,277.36,0,0,80,Percipitation ,100905.984,light rain,7/10/2016 6:00,5393.09978
27160,None,277.36,0,0,80,Percipitation ,100653.993,light rain,7/10/2016 7:00,6170.29144
27161,None,278.658,0,0,0,Fog ,101090.453,Sky is Clear,7/10/2016 8:00,5221.898227
27162,None,279.568,0,0,0,Fog ,101192.274,Sky is Clear,7/10/2016 9:00,4514.847043
27163,None,279.568,0,0,0,Fog ,100826.804,Sky is Clear,7/10/2016 10:00,4470.249092
27164,None,279.568,0,0,0,Fog ,100274.784,Sky is Clear,7/10/2016 11:00,4607.527464
27165,None,281.165,0,0,12, Fog,100978.102,bit cloudy,7/10/2016 12:00,4698.878012
27166,None,281.165,0,0,12, Fog,100164.444,bit cloudy,7/10/2016 13:00,4567.427427
27167,None,281.134,0,0,24, Fog,100885.444,bit cloudy,7/10/2016 14:00,5067.723675
27168,None,281.134,0,0,24, Fog,100689.081,bit cloudy,7/10/2016 16:00,5989.411154
27169,None,281.134,0,0,24, Fog,100666.627,bit cloudy,7/10/2016 17:00,5201.297817
27170,None,280.5941081,0,0,56, Fog,101112.609,low clouds and high wind,7/10/2016 18:00,4633.637553
27171,None,279.287,0,0,56, Calm,100579.772,heavy intensity drizzle,7/10/2016 18:00,4641.181884
27172,None,279.287,0,0,56, Fog,100929.726,low clouds and high wind,7/10/2016 19:00,3769.805586
27173,None,279.287,0,0,56, Fog,100365.907,low clouds and high wind,7/10/2016 20:00,3255.923477
27174,None,277.572,0,0,0,Fog ,100427.577,Sky is Clear,7/10/2016 21:00,2514.179023
27175,None,277.572,0,0,0,Fog ,100280.17,Sky is Clear,7/10/2016 22:00,2798.281805
27176,None,279.0181831,0,0,0,Fog ,101112.892,Sky is Clear,7/10/2016 23:00,1578.231918
27177,None,275.788,0,0,0,Fog ,101165.906,Sky is Clear,8/10/2016 0:00,1269.265812
27178,None,275.788,0,0,0,Fog ,101175.982,Sky is Clear,8/10/2016 1:00,521.2537953
27179,None,274.06,0,0,0,Fog ,101062.805,Sky is Clear,8/10/2016 2:00,376.6602945
27180,None,274.06,0,0,0,Fog ,101219.548,Sky is Clear,8/10/2016 3:00,272.3596168
27181,None,274.06,0,0,0,Fog ,100921.961,Sky is Clear,8/10/2016 4:00,246.6608437
27182,None,272.416,0,0,0,Fog ,100495.646,Sky is Clear,8/10/2016 5:00,851.362999
27183,None,272.416,0,0,0,Fog ,100814.478,Sky is Clear,8/10/2016 6:00,1296.55704
27184,None,272.416,0,0,0,Fog ,100515.248,Sky is Clear,8/10/2016 7:00,2210.174527
27185,None,277.685,0,0,24, Fog,100153.487,bit cloudy,8/10/2016 8:00,3225.968501
27186,None,277.73,0,0,48, Fog,101013.498,dispersed clounds and rain,8/10/2016 9:00,4436.773716
27187,None,279.4831132,0,0,48, Fog,100218.725,dispersed clounds and rain,8/10/2016 10:00,4824.976708
27188,None,278.5690411,0,0,48, Fog,100124.856,dispersed clounds and rain,8/10/2016 11:00,4802.542312
27189,None,281.114,0,0,0,Squall,100895.828,thunderstorm with drizzle,8/10/2016 12:00,5032.376054
27190,None,281.114,0,0,0,Fog ,100798.434,Sky is Clear,8/10/2016 13:00,4652.716906
27191,None,284.8280001,0,0,20, Fog,100880.941,bit cloudy,8/10/2016 15:00,4598.466911
27192,None,283.216,0,0,20, Fog,100673.83,bit cloudy,8/10/2016 16:00,4641.054057
27193,None,283.216,0,0,20, Sprinkle,100324.949,shower snow,8/10/2016 17:00,5099.571696
27194,None,279.669,0,0,0,Fog ,100727.456,Sky is Clear,8/10/2016 17:00,5027.289726
27195,None,279.669,0,0,0,Fog ,100414.772,Sky is Clear,8/10/2016 18:00,4367.307402
27196,None,279.669,0,0,0,Thunderstorm,100822.931,heavy intensity rain,8/10/2016 19:00,3542.539733
27197,None,281.1648577,0,0,0,Fog ,100291.229,Sky is Clear,8/10/2016 20:00,3388.108774
27198,None,275.216,0,0,0,Fog ,100876.704,Sky is Clear,8/10/2016 21:00,4134.315489
27199,None,273.2722805,0,0,0,Fog ,100893.612,Sky is Clear,8/10/2016 22:00,3979.689792
27200,None,275.216,0,0,0,Fog ,100476.584,Sky is Clear,8/10/2016 23:00,2148.225367
27201,None,272.439,0,0,0,Fog ,100907.711,Sky is Clear,9/10/2016 0:00,1699.748829
27202,None,272.439,0,0,0,Fog ,100791.91,Sky is Clear,9/10/2016 1:00,1045.180651
27203,None,272.439,0,0,0,Fog ,100014.411,Sky is Clear,9/10/2016 2:00,649.2166982
27204,None,271.2422543,0,0,0,Fog ,100023.497,Sky is Clear,9/10/2016 3:00,555.800368
27205,None,271.09,0,0,0,Snow,101027.268,high rain,9/10/2016 4:00,340.8647154
27206,None,271.09,0,0,0,Fog ,100682.619,Sky is Clear,9/10/2016 5:00,785.4180689
27207,None,270.365,0,0,0,Fog ,101151.345,Sky is Clear,9/10/2016 6:00,1695.378517
27208,None,269.5221477,0,0,0,Fog ,100265.572,Sky is Clear,9/10/2016 7:00,1966.666753
27209,None,270.365,0,0,0,Fog ,100473.411,Sky is Clear,9/10/2016 8:00,2432.868946
27210,None,279.867,0,0,0,Fog ,101086.497,Sky is Clear,9/10/2016 10:00,4868.455709
27211,None,279.867,0,0,0,Thunderstorm,101206.86,light rain,9/10/2016 11:00,4038.607174
27212,None,285.676,0,0,0,Fog ,100167.319,Sky is Clear,9/10/2016 12:00,4770.694414
27213,None,285.676,0,0,0,Fog ,100497.834,Sky is Clear,9/10/2016 13:00,4771.568943
27214,None,287.464,0,0,0,Fog ,100573.566,Sky is Clear,9/10/2016 14:00,4547.483585
27215,None,287.464,0,0,0,Fog ,101175.982,Sky is Clear,9/10/2016 15:00,4250.466584
27216,None,287.464,0,0,0,Fog ,100940.626,Sky is Clear,9/10/2016 16:00,4154.550159
27217,None,287.464,0,0,0,Fog ,100556.648,Sky is Clear,9/10/2016 17:00,3907.423046
27218,None,284.478,0,0,0,Fog ,100765.353,Sky is Clear,9/10/2016 18:00,3652.752397
27219,None,284.478,0,0,0,Fog ,101163.44,Sky is Clear,9/10/2016 19:00,3038.628967
27220,None,282.8757629,0,0,0,Fog ,100949.844,Sky is Clear,9/10/2016 20:00,2415.370198
27221,None,282.814,0,0,0,Smoke,100316.583,drizzle,9/10/2016 21:00,1747.352177
27222,None,282.814,0,0,0,Fog ,100710.601,Sky is Clear,9/10/2016 22:00,1732.523011
27223,None,282.341,0,0,0,Fog ,100565.544,Sky is Clear,9/10/2016 23:00,1014.764745
27224,Columbus Day,282.341,0,0,0,Fog ,100598.883,Sky is Clear,10/10/2016 0:00,575.3235239
27225,None,282.341,0,0,0,Fog ,101240.579,Sky is Clear,10/10/2016 1:00,478.5815225
27226,None,282.341,0,0,0,Fog ,101212.882,Sky is Clear,10/10/2016 2:00,307.6006002
27227,None,282.382,0,0,0,Fog ,100241.593,Sky is Clear,10/10/2016 3:00,488.5063147
